Date,Close,High,Low,Open,Volume,return_1d,return_5d,ma_5,ma_20,volatility_20,rsi_14,regime_id,regime_label
2020-01-31,74.67837524414062,77.85602021422844,74.38401413760657,77.43378134455115,199588400.0,-0.0443389134166082,-0.027646128835663,76.45468292236328,75.3984806060791,0.017679089167134,49.36882865911685,0,HIGH_VOL_CHOPPY
2020-02-03,74.47330474853516,75.63868107737575,72.91946473457213,73.42132267544993,173788400.0,-0.0027460492402927,-0.0009386383715284,76.44068908691406,75.53395957946778,0.0175108756509238,42.987599135054495,1,NEUTRAL
2020-02-04,76.93193054199219,77.12254331082424,75.67245190422207,76.07779948888638,136616400.0,0.0330135180889148,0.0036513616040392,76.49666595458984,75.76377754211425,0.0188075433776738,54.73961933808023,2,HIGH_VOL_CHOPPY
2020-02-05,77.55926513671875,78.35789935199301,76.95606664401838,78.0587078925949,118826800.0,0.0081544111828071,-0.0089103856747484,76.35720672607422,76.04197273254394,0.0187408655798745,57.61875600183957,1,NEUTRAL
2020-02-06,78.46646881103516,78.46888396119307,77.27214024163042,77.82949504667184,105425600.0,0.0116969091019263,0.0041374172799681,76.42186889648437,76.307621383667,0.0186158924067262,57.52911094491295,1,NEUTRAL
2020-02-07,77.39988708496094,78.21492705790754,76.9089278720762,77.9658198194633,117684000.0,-0.0135928345220018,0.0364431046058926,76.96617126464844,76.4422492980957,0.0185154283122202,51.53375735583274,1,NEUTRAL
2020-02-10,77.76750946044922,77.76750946044922,75.90525344548281,75.9850613598187,109348800.0,0.0047496500231938,0.0442333628544777,77.62501220703125,76.5868133544922,0.018526088763413,54.31781376325721,1,NEUTRAL
2020-02-11,77.29830932617188,78.33585640766411,77.08064401597953,78.26330376451229,94323200.0,-0.0060333696878381,0.0047623760589201,77.69828796386719,76.62793426513672,0.0180298535462073,51.98193293711428,1,NEUTRAL
2020-02-12,79.13396453857422,79.13879892072599,77.74815014590597,77.74815014590597,113730400.0,0.0237476760928434,0.0203031758885239,78.01322784423829,76.81247100830078,0.0184065852889788,55.95828314317078,2,HIGH_VOL_CHOPPY
2020-02-13,78.5704574584961,78.8969591321478,78.20284507837152,78.40599987113015,94747600.0,-0.0071209256779172,0.0013252622303083,78.03402557373047,76.9849983215332,0.018472826417143,54.89958722432663,1,NEUTRAL
2020-02-14,78.58981323242188,78.83892050632156,78.08192253766144,78.53901899642953,80113600.0,0.0002463492583839,0.0153737452634106,78.27201080322266,77.11144371032715,0.0183223818669747,62.796085042813814,1,NEUTRAL
2020-02-18,77.15077209472656,77.33216105733172,76.08903849085787,76.27042745346303,152531200.0,-0.018310784547095,-0.0079305274143608,78.14866333007812,77.12383422851562,0.0187134110423273,51.646840622589345,0,HIGH_VOL_CHOPPY
2020-02-19,78.26815795898438,78.49792035501915,77.39265473323287,77.39265473323287,93984000.0,0.014483145585191,0.0125468285304932,78.34263305664062,77.21815071105956,0.0188915732983452,50.03956622918218,2,HIGH_VOL_CHOPPY
2020-02-20,77.4651870727539,78.51724467318775,76.95971731481961,78.0287063254119,100566000.0,-0.0102592281097411,-0.0210880053280644,78.00887756347656,77.25868644714356,0.0190599591631865,47.79081081914248,1,NEUTRAL
2020-02-21,75.71176147460938,77.5014720805536,75.09504186089677,77.05887881173565,129554000.0,-0.0226350140547358,-0.0363838531218529,77.43713836669922,77.1930923461914,0.0197247324823629,53.790023179782665,0,HIGH_VOL_CHOPPY
2020-02-24,72.11544036865234,73.56655262581305,69.95086901349747,71.89294062243466,222195200.0,-0.0475001642533847,-0.0823818329307157,76.14226379394532,76.95878219604492,0.0223378359639299,43.074975351797086,0,HIGH_VOL_CHOPPY
2020-02-25,69.67273712158203,73.16750228692123,69.20113004030677,72.78537928554614,230673600.0,-0.0338721255057623,-0.0969275455074243,74.6466567993164,76.71525535583496,0.0226370823870526,28.65986068353793,0,HIGH_VOL_CHOPPY
2020-02-26,70.77799987792969,72.04288873722294,69.29061126924033,69.29786653540023,198054800.0,0.0158636333522956,-0.095698663113802,73.14862518310547,76.42155303955079,0.0218875721995525,30.609706294536196,2,HIGH_VOL_CHOPPY
2020-02-27,66.15135192871094,69.16966734254164,66.01591540828939,67.98459409848462,320605600.0,-0.065368447218038,-0.1460505753819095,70.88585815429687,75.81629257202148,0.0250449281603897,20.9626939802574,0,HIGH_VOL_CHOPPY
2020-02-28,66.1126708984375,67.33402814341571,62.00360705177279,62.218858912688944,426510000.0,-0.0005847352948299,-0.1267846684479929,68.9660400390625,75.21476821899414,0.0250576858888129,22.03057992046105,1,NEUTRAL
2020-03-02,72.2677993774414,72.90387135222704,67.16714131154524,68.26998589980724,341397200.0,0.0931005871546082,0.0021127099551803,68.99651184082032,75.09423942565918,0.032356398532383,39.4094946055648,2,HIGH_VOL_CHOPPY
2020-03-03,69.9726333618164,73.52301950606079,69.12130946491573,73.44321158109558,319475600.0,-0.0317591795432675,0.0043043556579533,69.05649108886719,74.86920585632325,0.0330742178438543,36.82017649214653,0,HIGH_VOL_CHOPPY
2020-03-04,73.21826934814453,73.37789254779408,70.89407525882817,71.69460475808327,219178400.0,0.0463843624341748,0.0344777964116471,69.54454498291015,74.68352279663085,0.0339553533893006,39.87081263207178,2,HIGH_VOL_CHOPPY
2020-03-05,70.8432846069336,72.44675702043206,70.47808575850526,71.47209384482164,187572800.0,-0.0324370510578193,0.0709272379388255,70.4829315185547,74.3477237701416,0.0345290990887179,37.54192602126794,0,HIGH_VOL_CHOPPY
2020-03-06,69.90248107910156,70.33539821217181,68.01603849038064,68.2022618674925,226176800.0,-0.0132800664601024,0.0573235074179045,71.2408935546875,73.91952438354492,0.0343843932634844,36.39805680041017,0,HIGH_VOL_CHOPPY
2020-03-09,64.3737564086914,67.2566283985615,63.60708224588359,63.78847126369504,286744800.0,-0.0790919661943595,-0.1092331998034265,69.6620849609375,73.26821784973144,0.0381391844241982,32.26588971765992,0,HIGH_VOL_CHOPPY
2020-03-10,69.01006317138672,69.27610190295883,65.14768563149643,67.02688078666671,285290000.0,0.0720216905358244,-0.0137563808046554,69.46957092285156,72.83034553527833,0.0421258109041322,38.29356607599264,2,HIGH_VOL_CHOPPY
2020-03-11,66.61329650878906,68.01362169576068,65.74988307252373,67.08733175658426,255598800.0,-0.034730683504017,-0.0902093548257686,68.14857635498046,72.29609489440918,0.0426440965102325,36.80991926520225,0,HIGH_VOL_CHOPPY
2020-03-12,60.034915924072266,65.30003455864062,59.97929100201063,61.8995963124533,418474000.0,-0.0987547671334481,-0.1525673003846506,65.98690261840821,71.34114246368408,0.0466701905147624,32.9456817779091,0,HIGH_VOL_CHOPPY
2020-03-13,67.22761535644531,67.69922981131083,61.176475967090425,64.06419375596272,370732000.0,0.1198086034045562,-0.038265676430417,65.45192947387696,70.77400035858155,0.0552986468818201,45.0685704837636,2,HIGH_VOL_CHOPPY
2020-03-16,58.578975677490234,62.65901412516802,58.044481123383505,58.51609179443726,322423600.0,-0.1286471286107563,-0.0900177503144556,64.29297332763672,69.77345848083496,0.0616387797444951,40.052905452556146,0,HIGH_VOL_CHOPPY
2020-03-17,61.15470886230469,62.30350239725674,57.65752663261629,59.86079893237385,324056000.0,0.0439702667215502,-0.1138291134377493,62.721902465820314,68.97365531921386,0.0629048194300251,41.593073355324464,2,HIGH_VOL_CHOPPY
2020-03-18,59.65764617919922,60.46301396809863,57.34795830754395,57.988868469827494,300233600.0,-0.02447992494701,-0.1044183472990577,61.330772399902344,68.0431297302246,0.0627206834759495,43.998946361004194,0,HIGH_VOL_CHOPPY
2020-03-19,59.200531005859375,61.14985749394757,58.67571261986398,59.8317648600508,271857200.0,-0.0076623065544149,-0.013898327421132,61.16389541625976,67.12989692687988,0.0627263205097001,43.661279475790664,0,HIGH_VOL_CHOPPY
2020-03-20,55.44215393066406,60.90558973701077,55.14225612147072,59.78097572031221,401693200.0,-0.0634855297974156,-0.1753068491763979,58.806803131103514,66.11641654968261,0.0637650765136367,33.860724431308824,0,HIGH_VOL_CHOPPY
2020-03-23,54.26433563232422,55.26318563901528,51.420157253571155,55.16160823517076,336752800.0,-0.0212440934349849,-0.0736550954547328,57.94387512207031,65.2238613128662,0.0632973480688417,34.60243995609838,0,HIGH_VOL_CHOPPY
2020-03-24,59.70841979980469,59.904319319039914,56.66592135701882,57.164135860349994,287531200.0,0.1003252708071031,-0.0236496761967496,57.65461730957031,64.72564544677735,0.0678309350806614,37.304561950199975,2,HIGH_VOL_CHOPPY
2020-03-25,59.3795051574707,62.45828014038061,59.08444541685393,60.644390107262105,303602000.0,-0.0055086810777574,-0.0046622862204961,57.59898910522461,64.1557207107544,0.0676447087381923,38.796462272644675,0,HIGH_VOL_CHOPPY
2020-03-26,62.504241943359375,62.56228407124869,59.582668850990856,59.62136606316325,252087200.0,0.0526231530155407,0.0558054274407271,58.25973129272461,63.973365211486815,0.0673916586470945,43.0657144659181,2,HIGH_VOL_CHOPPY
2020-03-27,59.91642379760742,61.882678310331166,59.74954530489737,61.1281011506361,204216800.0,-0.0414022803139826,0.0807015880468655,59.15458526611328,63.663552856445314,0.0680041615949431,45.578433728329,0,HIGH_VOL_CHOPPY
2020-03-30,61.62630844116211,61.79802498746447,60.31788821611853,60.6419727055928,167976400.0,0.0285378287818134,0.1356687172716899,60.62697982788086,63.13147830963135,0.0646670718938545,42.224030198742874,2,HIGH_VOL_CHOPPY
2020-03-31,61.500545501708984,63.483731229594824,60.94670602705082,61.8173747321562,197002000.0,-0.0020407345926488,0.0300146228607804,60.98540496826172,62.70787391662598,0.0643834015862099,44.34518116193649,0,HIGH_VOL_CHOPPY
2020-04-01,58.26457214355469,60.15343586559381,57.83407583491139,59.6165240756465,176218400.0,-0.0526169862682661,-0.018776394497719,60.76241836547852,61.96018905639649,0.0640740350637156,47.885632579860385,0,HIGH_VOL_CHOPPY
2020-04-02,59.236812591552734,59.29002033037774,57.294741195546685,58.12671272222617,165934000.0,0.0166866487168668,-0.05227532164565,60.10893249511719,61.37986545562744,0.0640861987844266,38.790867156904355,2,HIGH_VOL_CHOPPY
2020-04-03,58.385498046875,59.423041606914005,57.795378517377415,58.721672212892855,129880000.0,-0.0143713766395178,-0.0255510201327061,59.802747344970705,60.80401630401611,0.0640923376855125,49.652603926009206,0,HIGH_VOL_CHOPPY
2020-04-06,63.478904724121094,63.63368619049375,60.313062431640056,60.68067487242126,201820400.0,0.0872375306819654,0.0300617760469581,60.1732666015625,60.7592737197876,0.0650303413395144,53.827158570600496,2,HIGH_VOL_CHOPPY
2020-04-07,62.74366760253906,65.71119660334946,62.63967300560569,65.49352388136515,202887200.0,-0.0115823851211259,0.0202131882032743,60.42189102172851,60.445953941345216,0.0628980398437995,55.2124013841972,0,HIGH_VOL_CHOPPY
2020-04-08,64.34955596923828,64.66396058058191,63.17899331030437,63.54418476916798,168895200.0,0.025594429335435,0.1044371150738248,61.63888778686523,60.332766914367674,0.0627358258075932,58.37200157294534,2,HIGH_VOL_CHOPPY
2020-04-09,64.81391906738281,65.31697539124775,64.0182312530311,64.98563931197687,161834800.0,0.0072162595553342,0.0941493343722781,62.75430908203125,60.5717170715332,0.0582581872109122,67.06598290256306,2,HIGH_VOL_CHOPPY
2020-04-13,66.08604431152344,66.19488063962808,64.29149962285975,64.89129510661289,131022800.0,0.0196273464472667,0.1318914203397909,64.29441833496094,60.51463851928711,0.0518637835396272,71.45364378058314,2,HIGH_VOL_CHOPPY
2020-04-14,69.42362976074219,69.71385518039764,67.24696125554331,67.71857571729868,194994800.0,0.0505036348292491,0.0936488281021361,65.48336334228516,61.056871223449704,0.0431312112703251,69.09041845068903,2,HIGH_VOL_CHOPPY
2020-04-15,68.78995513916016,69.24947241325025,67.87092059097999,68.29899592755704,131154400.0,-0.0091276503946263,0.0963649045019552,66.69262084960937,61.43863353729248,0.0425209208214383,68.27271029009316,0,HIGH_VOL_CHOPPY
2020-04-16,69.33655548095703,69.7017543891835,68.28691861079514,69.50343396347523,157125200.0,0.0079459325230133,0.0774985846693758,67.69002075195313,61.922579002380374,0.0418811893566952,64.74268598807316,2,HIGH_VOL_CHOPPY
2020-04-17,68.39574432373047,69.3994360529156,66.95914281806782,68.85284815768563,215250000.0,-0.0135687611058924,0.0552632105554959,68.40638580322266,62.38233966827393,0.0420207288728399,69.69656799196827,0,HIGH_VOL_CHOPPY
2020-04-20,66.97610473632812,68.1249022877368,66.95675981456722,67.22279861841002,130015200.0,-0.0207562561302485,0.0134682054899371,68.58439788818359,62.95903720855713,0.0391816126621675,62.59687140765816,0,HIGH_VOL_CHOPPY
