equity,symbol
10133.688307802859,AAPL
10388.68804840092,AAPL
10600.042216342445,AAPL
10402.331991801537,AAPL
10530.026216380173,AAPL
10308.730378424103,MSFT
10409.209648523265,MSFT
10664.744469391091,MSFT
10716.442179860796,MSFT
10705.725737680936,AAPL
10981.399820338249,AAPL
10842.730127013621,MSFT
11070.349550028153,MSFT
11136.780922395752,MSFT
11145.126174995972,AAPL
10789.722010139149,MSFT
10845.630247715313,MSFT
10909.37383231216,AAPL
10764.226058957818,AAPL
10698.561922830202,MSFT
10913.324218345157,AAPL
10751.791248458763,AAPL
10771.243733411351,AAPL
10270.202975401973,AAPL
10234.48918056558,AAPL
10466.816839437008,AAPL
10284.404384018464,AAPL
10471.256503996052,AAPL
10587.486721026935,AAPL
11685.289267949574,AAPL
11968.046152641095,AAPL
12036.001725896185,AAPL
12067.592769461393,AAPL
12476.55338472971,AAPL
12180.41291064833,AAPL
11925.747487314504,MSFT
11634.934613354375,MSFT
11955.674056918668,MSFT
11915.716328899647,MSFT
11915.219795207711,MSFT
11872.195376121228,AAPL
11959.253445499622,AAPL
11962.29739421027,AAPL
12215.77735850856,AAPL
12833.06877118451,AAPL
12860.601220082519,MSFT
12742.233570462651,AAPL
13004.97410501922,MSFT
12836.503373302106,AAPL
12802.872553031691,AAPL
13224.243972993978,AAPL
13313.048643252865,MSFT
13556.308269694011,MSFT
12702.981387556918,MSFT
12511.982186842413,MSFT
11822.621499685196,MSFT
12282.360204606322,AAPL
11925.945799909983,MSFT
11836.20539108851,MSFT
11904.425059443904,MSFT
12087.828045479779,MSFT
11859.782130828424,MSFT
11724.150017884122,MSFT
11340.535060829896,AAPL
11673.105944703355,AAPL
11844.884206477962,AAPL
11336.193955257537,AAPL
11471.795273308691,MSFT
11721.724821588903,MSFT
11989.786470357072,AAPL
11852.998493607949,MSFT
12016.717665903,MSFT
12126.391728222,MSFT
11756.40042842381,MSFT
11983.546003609312,MSFT
11716.945111813739,MSFT
11928.285965664792,MSFT
11958.993997449263,MSFT
12244.05185993662,MSFT
12548.958416444804,MSFT
12619.163670743445,MSFT
12493.297417192469,MSFT
12412.921723741509,MSFT
12400.508802017766,MSFT
12071.375137604364,AAPL
12083.53470366477,MSFT
12079.896159451762,MSFT
12072.876042178434,MSFT
11986.749679475879,AAPL
11633.836709537194,MSFT
11797.75064081031,MSFT
11201.18488972949,MSFT
11302.725755671594,MSFT
11167.198573264084,MSFT
11148.307788444976,MSFT
11363.067272984563,MSFT
11815.731850836653,AAPL
12223.300755194674,AAPL
12234.614969191827,MSFT
11930.899945690751,MSFT
11883.065915364721,AAPL
12231.866554502067,AAPL
12190.973334139118,AAPL
12239.329259925189,MSFT
12267.790209598732,MSFT
12162.725292768862,AAPL
11990.21069316821,MSFT
12040.188559754462,AAPL
11896.217017908459,AAPL
11530.495429900848,AAPL
11652.652737603135,AAPL
11728.013504699513,AAPL
11772.89066322785,AAPL
12009.518284989572,AAPL
12117.56322394515,MSFT
12058.367480982457,MSFT
12032.593008493206,AAPL
11953.026577725012,AAPL
12087.736068435868,AAPL
12137.18883084857,AAPL
11871.338281756116,AAPL
12001.790560181016,AAPL
12145.996526593332,MSFT
12071.338843037978,AAPL
12055.322539631368,MSFT
12036.667879725926,AAPL
12108.449430308205,AAPL
11904.412464041754,AAPL
12110.346653636467,MSFT
12171.682559384702,MSFT
12074.59783032094,AAPL
12157.034408230153,MSFT
12265.495646076448,MSFT
12209.065103739253,MSFT
12062.317199406414,MSFT
12090.521988129898,MSFT
11821.31285485076,MSFT
11820.896364247936,MSFT
11502.568347062415,MSFT
11883.569127292056,AAPL
11944.089699884382,MSFT
11816.306541787177,MSFT
11665.403754214025,MSFT
11730.26488306263,MSFT
11541.08768190157,AAPL
11371.081191007328,AAPL
11562.372045452157,MSFT
11972.832480833244,MSFT
11994.483764720871,MSFT
12034.738289727324,MSFT
12213.386953669518,MSFT
12350.161609750177,MSFT
12368.109637920958,MSFT
12675.964479015569,MSFT
12293.509806252718,MSFT
12484.303087487551,AAPL
12550.927983189398,AAPL
12440.752921126468,AAPL
12377.626442990268,MSFT
12374.967171258806,MSFT
12376.387757368786,MSFT
12430.367453604082,MSFT
12369.495456848294,MSFT
12442.197480621515,MSFT
12455.199517620771,MSFT
12377.159485128263,MSFT
12418.742155684786,MSFT
12299.067281283551,AAPL
12301.938421972962,AAPL
11959.839708277443,MSFT
11884.640964295937,MSFT
11937.971860981907,MSFT
11510.799994528092,AAPL
11524.977013199508,AAPL
11739.607587013052,MSFT
11575.759243641147,MSFT
11251.860570474635,MSFT
11199.56899543826,MSFT
11428.928743181732,MSFT
