Date,Close,High,Low,Open,Volume,return_1d,return_5d,ma_5,ma_20,volatility_20,rsi_14,symbol,return_1d_universe_mean,return_5d_universe_mean,volatility_20_universe_mean,rsi_14_universe_mean,return_1d_rel,return_5d_rel,volatility_20_rel,rsi_14_rel
2020-01-31,74.67837524414062,77.85602021422844,74.38401413760657,77.43378134455115,199588400.0,-0.0443389134166082,-0.027646128835663,76.45468292236328,75.3984806060791,0.017679089167134,49.36882865911685,AAPL,-0.02954867864015235,0.00190040536419025,0.0153245690987001,57.630477022183456,-0.01479023477645585,-0.02954653419985325,0.0023545200684338997,-8.261648363066605
2020-01-31,161.6302032470703,163.69057600096366,161.0130461758437,163.51018671757376,36142700.0,-0.0147584438636965,0.0314469395640435,159.28308715820313,155.87444763183595,0.0129700490302662,65.89212538525007,MSFT,-0.02954867864015235,0.00190040536419025,0.0153245690987001,57.630477022183456,0.01479023477645585,0.02954653419985325,-0.0023545200684338997,8.261648363066612
2020-02-03,74.47330474853516,75.63868107737575,72.91946473457213,73.42132267544993,173788400.0,-0.0027460492402927,-0.0009386383715284,76.44068908691406,75.53395957946778,0.0175108756509238,42.987599135054495,AAPL,0.01081647904925595,0.036812020402726804,0.015392142917098,55.68869431162812,-0.01356252828954865,-0.0377506587742552,0.0021187327338258004,-12.701095176573624
2020-02-03,165.57058715820312,165.6845203010666,161.7916403899352,161.82012367565108,30107000.0,0.0243790073388046,0.074562679176982,161.58083801269532,156.62264251708984,0.0132734101832722,68.38978948820174,MSFT,0.01081647904925595,0.036812020402726804,0.015392142917098,55.68869431162812,0.01356252828954865,0.0377506587742552,-0.0021187327338257986,12.701095176573624
2020-02-04,76.93193054199219,77.12254331082424,75.67245190422207,76.07779948888638,136616400.0,0.0330135180889148,0.0036513616040392,76.49666595458984,75.76377754211425,0.0188075433776738,54.73961933808023,AAPL,0.03296494096853805,0.04612633823616935,0.016735428284148653,65.30486849343956,4.857712037674433e-05,-0.04247497663213015,0.002072115093525149,-10.565249155359325
2020-02-04,171.02056884765625,171.51430318526613,167.40304737617856,168.1911186016925,36433300.0,0.0329163638481613,0.0886013148682995,164.36471252441407,157.62386932373047,0.0146633131906235,75.87011764879888,MSFT,0.03296494096853805,0.04612633823616935,0.016735428284148653,65.30486849343956,-4.857712037675127e-05,0.04247497663213015,-0.0020721150935251523,10.565249155359325
2020-02-05,77.55926513671875,78.35789935199301,76.95606664401838,78.0587078925949,118826800.0,0.0081544111828071,-0.0089103856747484,76.35720672607422,76.04197273254394,0.0187408655798745,57.61875600183957,AAPL,0.00346652593782745,0.030833974245707052,0.0165341528076687,66.12530910224831,0.0046878852449796496,-0.039744359920455455,0.0022067127722058023,-8.506553100408738
2020-02-05,170.8116912841797,174.89446403969472,169.3969733266185,174.7330539466545,39186300.0,-0.0012213593071522,0.0705783341661625,166.61687927246095,158.68349075317383,0.0143274400354629,74.63186220265703,MSFT,0.00346652593782745,0.030833974245707052,0.0165341528076687,66.12530910224831,-0.00468788524497965,0.039744359920455455,-0.002206712772205799,8.506553100408723
2020-02-06,78.46646881103516,78.46888396119307,77.27214024163042,77.82949504667184,105425600.0,0.0116969091019263,0.0041374172799681,76.42186889648437,76.307621383667,0.0186158924067262,57.52911094491295,AAPL,0.0162153238055803,0.033467141699374495,0.01657218455862485,66.35113037335816,-0.004518414703654,-0.029329724419406393,0.0020437078481013483,-8.82201942844521
2020-02-06,174.35325622558594,174.5336599911423,170.9636010212311,171.82763248366683,27751400.0,0.0207337385092343,0.0627968661187809,168.67726135253906,159.80102996826173,0.0145284767105235,75.17314980180336,MSFT,0.0162153238055803,0.033467141699374495,0.01657218455862485,66.35113037335816,0.004518414703653998,0.0293297244194064,-0.002043707848101352,8.822019428445202
