Date,Close,High,Low,Open,Volume,return_1d,return_5d,ma_5,ma_20,volatility_20,rsi_14
2020-01-31,74.67837524414062,77.85602021422844,74.38401413760657,77.43378134455115,199588400.0,-0.04433891341660823,-0.027646128835663086,76.45468292236328,75.3984806060791,0.017679089167134045,49.36882865911685
2020-02-03,74.47330474853516,75.63868107737575,72.91946473457213,73.42132267544993,173788400.0,-0.0027460492402927583,-0.0009386383715284108,76.44068908691406,75.53395957946778,0.01751087565092388,42.987599135054495
2020-02-04,76.93193054199219,77.12254331082424,75.67245190422207,76.07779948888638,136616400.0,0.03301351808891484,0.003651361604039227,76.49666595458984,75.76377754211425,0.01880754337767388,54.73961933808023
2020-02-05,77.55926513671875,78.35789935199301,76.95606664401838,78.0587078925949,118826800.0,0.00815441118280713,-0.008910385674748444,76.35720672607422,76.04197273254394,0.01874086557987456,57.61875600183957
2020-02-06,78.46646881103516,78.46888396119307,77.27214024163042,77.82949504667184,105425600.0,0.011696909101926334,0.004137417279968192,76.42186889648437,76.307621383667,0.018615892406726252,57.52911094491295
2020-02-07,77.39988708496094,78.21492705790754,76.9089278720762,77.9658198194633,117684000.0,-0.013592834522001884,0.03644310460589262,76.96617126464844,76.4422492980957,0.018515428312220278,51.53375735583274
2020-02-10,77.76750946044922,77.76750946044922,75.90525344548281,75.9850613598187,109348800.0,0.00474965002319383,0.044233362854477765,77.62501220703125,76.5868133544922,0.018526088763413086,54.31781376325721
2020-02-11,77.29830932617188,78.33585640766411,77.08064401597953,78.26330376451229,94323200.0,-0.006033369687838186,0.004762376058920159,77.69828796386719,76.62793426513672,0.018029853546207383,51.98193293711428
2020-02-12,79.13396453857422,79.13879892072599,77.74815014590597,77.74815014590597,113730400.0,0.02374767609284345,0.020303175888523928,78.01322784423829,76.81247100830078,0.018406585288978816,55.95828314317078
2020-02-13,78.5704574584961,78.8969591321478,78.20284507837152,78.40599987113015,94747600.0,-0.0071209256779172225,0.0013252622303083772,78.03402557373047,76.9849983215332,0.018472826417143005,54.89958722432663
2020-02-14,78.58981323242188,78.83892050632156,78.08192253766144,78.53901899642953,80113600.0,0.00024634925838395993,0.01537374526341062,78.27201080322266,77.11144371032715,0.018322381866974796,62.796085042813814
2020-02-18,77.15077209472656,77.33216105733172,76.08903849085787,76.27042745346303,152531200.0,-0.018310784547095005,-0.007930527414360844,78.14866333007812,77.12383422851562,0.018713411042327315,51.646840622589345
2020-02-19,78.26815795898438,78.49792035501915,77.39265473323287,77.39265473323287,93984000.0,0.014483145585191037,0.01254682853049327,78.34263305664062,77.21815071105956,0.018891573298345253,50.03956622918218
2020-02-20,77.4651870727539,78.51724467318775,76.95971731481961,78.0287063254119,100566000.0,-0.010259228109741114,-0.02108800532806443,78.00887756347656,77.25868644714356,0.01905995916318659,47.79081081914248
2020-02-21,75.71176147460938,77.5014720805536,75.09504186089677,77.05887881173565,129554000.0,-0.02263501405473589,-0.036383853121852994,77.43713836669922,77.1930923461914,0.019724732482362936,53.790023179782665
2020-02-24,72.11544036865234,73.56655262581305,69.95086901349747,71.89294062243466,222195200.0,-0.04750016425338477,-0.08238183293071577,76.14226379394532,76.95878219604492,0.02233783596392998,43.074975351797086
2020-02-25,69.67273712158203,73.16750228692123,69.20113004030677,72.78537928554614,230673600.0,-0.03387212550576235,-0.09692754550742433,74.6466567993164,76.71525535583496,0.022637082387052615,28.65986068353793
2020-02-26,70.77799987792969,72.04288873722294,69.29061126924033,69.29786653540023,198054800.0,0.01586363335229568,-0.09569866311380204,73.14862518310547,76.42155303955079,0.021887572199552584,30.609706294536196
2020-02-27,66.15135192871094,69.16966734254164,66.01591540828939,67.98459409848462,320605600.0,-0.06536844721803803,-0.14605057538190958,70.88585815429687,75.81629257202148,0.025044928160389793,20.9626939802574
2020-02-28,66.1126708984375,67.33402814341571,62.00360705177279,62.218858912688944,426510000.0,-0.0005847352948299411,-0.12678466844799297,68.9660400390625,75.21476821899414,0.025057685888812915,22.03057992046105
2020-03-02,72.2677993774414,72.90387135222704,67.16714131154524,68.26998589980724,341397200.0,0.09310058715460823,0.002112709955180314,68.99651184082032,75.09423942565918,0.03235639853238307,39.4094946055648
2020-03-03,69.9726333618164,73.52301950606079,69.12130946491573,73.44321158109558,319475600.0,-0.03175917954326757,0.004304355657953396,69.05649108886719,74.86920585632325,0.0330742178438543,36.82017649214653
2020-03-04,73.21826934814453,73.37789254779408,70.89407525882817,71.69460475808327,219178400.0,0.046384362434174875,0.034477796411647166,69.54454498291015,74.68352279663085,0.03395535338930063,39.87081263207178
2020-03-05,70.8432846069336,72.44675702043206,70.47808575850526,71.47209384482164,187572800.0,-0.032437051057819355,0.0709272379388255,70.4829315185547,74.3477237701416,0.03452909908871794,37.54192602126794
2020-03-06,69.90248107910156,70.33539821217181,68.01603849038064,68.2022618674925,226176800.0,-0.013280066460102491,0.057323507417904596,71.2408935546875,73.91952438354492,0.03438439326348442,36.39805680041017
2020-03-09,64.3737564086914,67.2566283985615,63.60708224588359,63.78847126369504,286744800.0,-0.07909196619435954,-0.1092331998034265,69.6620849609375,73.26821784973144,0.038139184424198246,32.26588971765992
