timestamp,run_date,symbol,side,quantity,price,cash_after,realized_pnl
2025-12-19T15:04:41.533810,2025-12-19,AAPL,BUY,5,100.0,99600.0,0.0
2025-12-19T15:04:41.534165,2025-12-19,AAPL,SELL,5,105.0,100125.0,25.0
2025-12-19T15:35:52.518390,2025-12-19,AAPL,BUY,1,100.0,100025.0,0.0
2025-12-19T15:39:26.114340,2025-12-19,AAPL,SELL,1,105.0,100130.0,5.0
2025-12-19T15:48:45.097477,2025-12-19,AAPL,BUY,1,274.1099853515625,99855.89001464844,0.0
2025-12-19T15:50:23.185153,2025-12-19,AAPL,SELL,1,274.1099853515625,100130.0,0.0
2025-12-19T15:52:32.961862,2025-12-19,AAPL,BUY,36,274.1099853515625,90262.04052734375,0.0
